batch_id,id,meta.code_1,meta.code_2,meta.code_3,meta.code_4,meta.code_5,meta.code_6,meta.code_7,meta.code_8,meta.code_9,meta.code_10,meta.code_11,meta.code_12,meta.code_13,meta.code_14,label,description
0107,20191119_193721_001.jpg,Art: Handwritten ,Art: Mapping ,Art: miscellaneous (11) ,Art: Posters ,Geography: Knoxville ,Infrastructure/Needs: miscellaneous (10) ,Law: Rights ,World-building: miscellaneous (6),,,,,,,20191119_193721_001.jpg,"Art: Handwritten , Art: Mapping , Art: miscellaneous (11) , Art: Posters , Geography: Knoxville , Infrastructure/Needs: miscellaneous (10) , Law: Rights , World-building: miscellaneous (6)"
0108,20200111_162957.jpg,Art: Handwritten ,Community: miscellaneous (3) ,Events,,,,,,,,,,,,20200111_162957.jpg,"Art: Handwritten , Community: miscellaneous (3) , Events"
0109,20200328_155446 (1).jpg,Art: miscellaneous (11) ,Community: miscellaneous (3) ,Geography: Tennessee,,,,,,,,,,,,20200328_155446 (1).jpg,"Art: miscellaneous (11) , Community: miscellaneous (3) , Geography: Tennessee"
0110,20200420_142737 (1).jpg,Community: miscellaneous (3) ,Infrastructure/Needs: Food ,Infrastructure/Needs: miscellaneous (10) ,Infrastructure/Needs: Mutual Aid,,,,,,,,,,,20200420_142737 (1).jpg,
0111,20200429_141529.jpg,Community: miscellaneous (3) ,Community: Organizations: Sleeves4Needs ,Geography: Knoxville ,Infrastructure/Needs: Food ,Infrastructure/Needs: miscellaneous (10) ,Infrastructure/Needs: Mutual Aid,,,,,,,,,20200429_141529.jpg,
0112,20200629_154700.jpg,Art: Artisits: Viv Swayne ,Art: Handwritten ,Art: Mapping ,Art: miscellaneous (11),,,,,,,,,,,20200629_154700.jpg,
0113,20200712_141518.jpg,Community: miscellaneous (3) ,Community: Trainings and Workshops ,Infrastructure/Needs: Medical Care ,Infrastructure/Needs: miscellaneous (10) ,Infrastructure/Needs: Mutual Aid,,,,,,,,,,20200712_141518.jpg,
0114,20200712_142343.jpg,Community: miscellaneous (3) ,Community: Trainings and Workshops ,Infrastructure/Needs: Medical Care ,Infrastructure/Needs: miscellaneous (10) ,Infrastructure/Needs: Mutual Aid,,,,,,,,,,20200712_142343.jpg,
0115,20200901_075804.jpg,Affect: Humor ,Art: Handwritten ,Art: Placement: Transportation ,Art: Protest signs and signs of protest ,Carceral Imagery: Police Imagery ,Geography: Knoxville,,,,,,,,,20200901_075804.jpg,
0116,20200901_080652.jpg,Affect: Humor ,Carceral Imagery: Police Imagery ,Geography: Knoxville,,,,,,,,,,,,20200901_080652.jpg,
0117,20200903_094547.jpg,Art: Graffiti ,Art: miscellaneous (11) ,Art: Placement: Wall ,Slogans: BLM,,,,,,,,,,,20200903_094547.jpg,"Art: Graffiti , Art: miscellaneous (11) , Art: Placement: Wall , Slogans: BLM"
0118,20915160_10155604865643917_2944570932758841001_n.jpg,,,,,,,,,,,,,,,20915160_10155604865643917_2944570932758841001_n.jpg,
0119,20988269_10155656899544154_8568366322668692957_o.jpg,Community: miscellaneous (3) ,Community: Safety ,World-building: Peace,,,,,,,,,,,,20988269_10155656899544154_8568366322668692957_o.jpg,"Community: miscellaneous (3) , Community: Safety , World-building: Peace"
0120,20988457_10155656900374154_9079338869930783160_o.jpg,Community: miscellaneous (3) ,Community: Safety ,World-building: Peace,,,,,,,,,,,,20988457_10155656900374154_9079338869930783160_o.jpg,"Community: miscellaneous (3) , Community: Safety , World-building: Peace"
0121,20988950_10155656899304154_4165892685622015624_o.jpg,Apparel/Embodiment ,Community: Safety,,,,,,,,,,,,,20988950_10155656899304154_4165892685622015624_o.jpg,"Apparel/Embodiment , Community: Safety"
0122,20988952_10155656899379154_8712191959992901835_o.jpg,Community: Safety,,,,,,,,,,,,,,20988952_10155656899379154_8712191959992901835_o.jpg,Community: Safety
0123,20989004_10155656899444154_5192226596542134691_o.jpg,Community: Safety,,,,,,,,,,,,,,20989004_10155656899444154_5192226596542134691_o.jpg,Community: Safety
0124,20989209_10155656899504154_4262846359141496824_o.jpg,Community: Safety,,,,,,,,,,,,,,20989209_10155656899504154_4262846359141496824_o.jpg,Community: Safety
0125,21013794_10155656899654154_3716901601124045028_o.jpg,Community: Safety,,,,,,,,,,,,,,21013794_10155656899654154_3716901601124045028_o.jpg,Community: Safety
0126,21013802_10155656899974154_558493424395623859_o.jpg,Community: Safety,,,,,,,,,,,,,,21013802_10155656899974154_558493424395623859_o.jpg,Community: Safety
0127,21014169_10155656899699154_292507958341384080_o.jpg,Community: Safety,,,,,,,,,,,,,,21014169_10155656899699154_292507958341384080_o.jpg,Community: Safety
0128,21016064_10155656900234154_4927524645442772588_o.jpg,Community: Safety,,,,,,,,,,,,,,21016064_10155656900234154_4927524645442772588_o.jpg,Community: Safety
0129,21055098_10155656900514154_6264587115919576009_o.jpg,Community: Safety,,,,,,,,,,,,,,21055098_10155656900514154_6264587115919576009_o.jpg,Community: Safety
0130,21055218_10155656900429154_8020642038246592730_o.jpg,Community: Safety,,,,,,,,,,,,,,21055218_10155656900429154_8020642038246592730_o.jpg,Community: Safety
0131,21055271_10155656900119154_8362652148130096692_o.jpg,Community: Safety,,,,,,,,,,,,,,21055271_10155656900119154_8362652148130096692_o.jpg,Community: Safety
0132,21055282_10155656899264154_326098513768653043_o.jpg,Community: Safety ,World-building: Peace,,,,,,,,,,,,,21055282_10155656899264154_326098513768653043_o.jpg,"Community: Safety , World-building: Peace"
0133,21055855_10155656899899154_3328908644693723325_o.jpg,Community: Safety,,,,,,,,,,,,,,21055855_10155656899899154_3328908644693723325_o.jpg,Community: Safety
0134,21055967_10155656900179154_6323737323465866187_o.jpg,,,,,,,,,,,,,,,21055967_10155656900179154_6323737323465866187_o.jpg,
0135,21082841_10155656900794154_297343284159297245_o.jpg,Community: Safety,,,,,,,,,,,,,,21082841_10155656900794154_297343284159297245_o.jpg,Community: Safety
0136,21082999_10155656899794154_8370589562484819865_o.jpg,Community: Safety,,,,,,,,,,,,,,21082999_10155656899794154_8370589562484819865_o.jpg,Community: Safety
0137,21083539_10155656900044154_7898522071807934572_o.jpg,Community: Safety,,,,,,,,,,,,,,21083539_10155656900044154_7898522071807934572_o.jpg,Community: Safety
0138,21106528_1739888376024880_77341338984293277_n.jpg,Community: Organizations: SONG ,Slogans: miscellaneous (7) ,Slogans: No Jails/Bail,,,,,,,,,,,,21106528_1739888376024880_77341338984293277_n.jpg,"Community: Organizations: SONG , Slogans: miscellaneous (7) , Slogans: No Jails/Bail"
0139,21192405_1738946352785749_8765819602620823044_n.jpg,Carceral Imagery: miscellaneous (5) ,Carceral Imagery: Prison Imagery ,Carceral Imagery: Prison Imagery: Bars ,Community: Organizations ,Community: Organizations: SONG ,Events,,,,,,,,,21192405_1738946352785749_8765819602620823044_n.jpg,
0140,21686411_10155792312481934_6475838725856014538_n.jpg,Art: miscellaneous (11) ,Carceral Imagery: Handcuffs ,Community: miscellaneous (3) ,Community: Organizations ,Community: Organizations: SONG,,,,,,,,,,21686411_10155792312481934_6475838725856014538_n.jpg,
0141,21686441_10155792312611934_9028274803406497006_n.jpg,Art: miscellaneous (11) ,Community: miscellaneous (3) ,Community: Organizations ,Community: Organizations: SONG,,,,,,,,,,,21686441_10155792312611934_9028274803406497006_n.jpg,
0142,21751568_139346660014017_8521113905881627983_n 2.jpg,,,,,,,,,,,,,,,21751568_139346660014017_8521113905881627983_n 2.jpg,
0143,21751568_139346660014017_8521113905881627983_n.jpg,,,,,,,,,,,,,,,21751568_139346660014017_8521113905881627983_n.jpg,
0144,21761765_10155792312556934_7829353027008456332_n.jpg,Art: miscellaneous (11) ,Carceral Imagery: Barb Wire/Fences/Walls ,Carceral Imagery: miscellaneous (5) ,Protests/Marches: miscellaneous ,Slogans: No Jails/Bail,,,,,,,,,,21761765_10155792312556934_7829353027008456332_n.jpg,
0145,21765356_10155792312521934_4894163572440022571_n.jpg,Art: miscellaneous (11) ,Community: miscellaneous (3) ,Community: Organizations ,Community: Organizations: SONG,,,,,,,,,,,21765356_10155792312521934_4894163572440022571_n.jpg,
0146,22366272_144804029468280_5040518712688207212_n.jpg,Art: miscellaneous (11) ,Community: Organizations: MPD150 ,RJ/TJ,,,,,,,,,,,,22366272_144804029468280_5040518712688207212_n.jpg,"Art: miscellaneous (11) , Community: Organizations: MPD150 , RJ/TJ"
0147,22528600_146371435978206_8693871774548443923_o.jpg,Art: miscellaneous (11) ,Art: Posters ,Community: Schools ,Environment ,Events ,Geography: Minneapolis ,World-building: miscellaneous (6),,,,,,,,22528600_146371435978206_8693871774548443923_o.jpg,"Art: miscellaneous (11) , Art: Posters , Community: Schools , Environment , Events , Geography: Minneapolis , World-building: miscellaneous (6)"
0148,22555716_147284332553583_4113913269255561859_o.jpg,Community: miscellaneous (3) ,Elements: Earth,,,,,,,,,,,,,22555716_147284332553583_4113913269255561859_o.jpg,"Community: miscellaneous (3) , Elements: Earth"
0149,22730258_1668245993246031_779074447253119066_n.png,,,,,,,,,,,,,,,22730258_1668245993246031_779074447253119066_n.png,
0150,24130036_156942451587771_4440099486369125140_n.jpg,,,,,,,,,,,,,,,24130036_156942451587771_4440099486369125140_n.jpg,
0151,25508137_163707654244584_2890282845247717625_n.jpg,,,,,,,,,,,,,,,25508137_163707654244584_2890282845247717625_n.jpg,
0152,25994508_165283030753713_3744737207889227419_n.jpg,Archival/Era: 1960s ,Archival/Era: miscellaneous (9) ,Community: miscellaneous (3) ,Violence: Police Violence,,,,,,,,,,,25994508_165283030753713_3744737207889227419_n.jpg,"Archival/Era: 1960s , Archival/Era: miscellaneous (9) , Community: miscellaneous (3) , Violence: Police Violence"
0153,26240908_167154343899915_3970528792094965880_o.jpg,Elements: Earth ,World-building: miscellaneous (6),,,,,,,,,,,,,26240908_167154343899915_3970528792094965880_o.jpg,"Elements: Earth , World-building: miscellaneous (6)"
0154,32293763_10214448931650476_7237413969894309888_n.jpg,Art: miscellaneous (11) ,Carceral Imagery: miscellaneous (5) ,Carceral Imagery: Prison Imagery ,Carceral Imagery: Prison Imagery: Bars ,Protests/Marches: miscellaneous,,,,,,,,,,32293763_10214448931650476_7237413969894309888_n.jpg,"Art: miscellaneous (11) , Carceral Imagery: miscellaneous (5) , Carceral Imagery: Prison Imagery , Carceral Imagery: Prison Imagery: Bars , Protests/Marches: miscellaneous"
0155,40860474_1681535541958666_4599749020116582400_n.jpg,,,,,,,,,,,,,,,40860474_1681535541958666_4599749020116582400_n.jpg,
0156,67267338_1329667917210339_5086628514245902336_n.jpg,,,,,,,,,,,,,,,67267338_1329667917210339_5086628514245902336_n.jpg,
0157,67675115_2336081303137108_2968865782236184576_o.jpg,Archival/Era: 2010s ,Community: Electoral Politics ,Community: miscellaneous (3) ,Community: Organizations ,Community: Organizations: CCM ,Protests/Marches: miscellaneous ,Protests/Marches: Pride,,,,,,,,67675115_2336081303137108_2968865782236184576_o.jpg,"Archival/Era: 2010s , Community: Electoral Politics , Community: miscellaneous (3) , Community: Organizations , Community: Organizations: CCM , Protests/Marches: miscellaneous , Protests/Marches: Pride"
0158,95132976_240796597122475_4526191297081376768_n.jpg,Art: Curators: Radical Graffiti ,Art: Graffiti ,Elements: Fire ,Elements: Fire: Molotov,,,,,,,,,,,95132976_240796597122475_4526191297081376768_n.jpg,"Art: Curators: Radical Graffiti , Art: Graffiti , Elements: Fire , Elements: Fire: Molotov"
0159,102379151_619479928667352_6394642550631694336_n.jpg,,,,,,,,,,,,,,,102379151_619479928667352_6394642550631694336_n.jpg,
0160,118454673_4526845724023024_466449035310043034_n.jpg,Art: miscellaneous (11) ,Carceral Imagery: Police Imagery ,Violence: Police Violence,,,,,,,,,,,,118454673_4526845724023024_466449035310043034_n.jpg,"Art: miscellaneous (11) , Carceral Imagery: Police Imagery , Violence: Police Violence"
0161,119523238_10157179928536637_4708971081377085168_n.jpg,Affect: Humor ,Art: miscellaneous (11) ,Community: miscellaneous (3) ,Infrastructure/Needs: miscellaneous (10) ,Slogans: miscellaneous (7) ,World-building: miscellaneous (6),,,,,,,,,119523238_10157179928536637_4708971081377085168_n.jpg,"Affect: Humor , Art: miscellaneous (11) , Community: miscellaneous (3) , Infrastructure/Needs: miscellaneous (10) , Slogans: miscellaneous (7) , World-building: miscellaneous (6)"
0162,131350623_827280411384389_2530071842962679223_n.jpg,Art: miscellaneous (11) ,Carceral Imagery: Police Imagery ,Carceral Imagery: Police Imagery : Car ,Elements: Fire ,Elements: miscellaneous (8) ,Protests/Marches: Pride,,,,,,,,,131350623_827280411384389_2530071842962679223_n.jpg,"Art: miscellaneous (11) , Carceral Imagery: Police Imagery , Carceral Imagery: Police Imagery : Car , Elements: Fire , Elements: miscellaneous (8) , Protests/Marches: Pride"
0163,131354745_422267858926191_3098673833655736342_n.jpg,Community: miscellaneous (3),,,,,,,,,,,,,,131354745_422267858926191_3098673833655736342_n.jpg,Community: miscellaneous (3)
0164,131515675_303241211025429_7794620894679702789_n.jpg,Carceral Imagery: Police Imagery ,Community: Accountability ,Violence: Police Violence,,,,,,,,,,,,131515675_303241211025429_7794620894679702789_n.jpg,"Carceral Imagery: Police Imagery , Community: Accountability , Violence: Police Violence"
0165,133571624_1058266404597394_4888792393723455712_n.jpg,Community: miscellaneous (3) ,Labor ,World-building: miscellaneous (6),,,,,,,,,,,,133571624_1058266404597394_4888792393723455712_n.jpg,"Community: miscellaneous (3) , Labor , World-building: miscellaneous (6)"
0166,135665982_228211915497439_847992602018181747_n.jpg,Archival/Era: 2020s ,Slogans: DDD,,,,,,,,,,,,,135665982_228211915497439_847992602018181747_n.jpg,"Archival/Era: 2020s , Slogans: DDD"
0167,146487428_240847374179489_1215282544036179661_n.jpg,Community: miscellaneous (3) ,Community: Organizations: CCM ,Geography: Knoxville,,,,,,,,,,,,146487428_240847374179489_1215282544036179661_n.jpg,"Community: miscellaneous (3) , Community: Organizations: CCM , Geography: Knoxville"
0168,159134655_116564537119493_2322222701931441886_n.jpg,Protests/Marches: miscellaneous ,Slogans: BLM,,,,,,,,,,,,,159134655_116564537119493_2322222701931441886_n.jpg,
0169,165013009_3587448254700709_1328554840984354891_n.jpg,,,,,,,,,,,,,,,165013009_3587448254700709_1328554840984354891_n.jpg,
0170,165519340_3600575370054664_4080063866501092832_n.jpg,,,,,,,,,,,,,,,165519340_3600575370054664_4080063866501092832_n.jpg,
0171,169455086_3625246144254253_522735013835140207_n.jpg,,,,,,,,,,,,,,,169455086_3625246144254253_522735013835140207_n.jpg,
0172,183979073_325328335684244_6365230300745638208_n.jpg,Affect: Humor ,Crime/Law Breaking,,,,,,,,,,,,,183979073_325328335684244_6365230300745638208_n.jpg,
0173,184136799_3718416678270532_2885146632887917167_n.jpg,,,,,,,,,,,,,,,184136799_3718416678270532_2885146632887917167_n.jpg,
0174,192290920_185189740171089_6327544361672099115_n.jpg,Art: miscellaneous (11) ,Art: Posters ,Elements: Earth ,Geography: Vancouver,,,,,,,,,,,192290920_185189740171089_6327544361672099115_n.jpg,
0175,200997542_10159703194794170_6889374223849340691_n.jpg,Community: Organizations: CCM ,Geography: Knoxville,,,,,,,,,,,,,200997542_10159703194794170_6889374223849340691_n.jpg,"Community: Organizations: CCM , Geography: Knoxville"
0176,204851458_3865963570182508_5453257261696455423_n.jpg,,,,,,,,,,,,,,,204851458_3865963570182508_5453257261696455423_n.jpg,
0177,206456467_321873892743503_7459588825591461184_n.jpg,Events ,Slogans: No Jails/Bail,,,,,,,,,,,,,206456467_321873892743503_7459588825591461184_n.jpg,"Events , Slogans: No Jails/Bail"
0178,206628299_3867391653373033_2195477227963910960_n.jpg,,,,,,,,,,,,,,,206628299_3867391653373033_2195477227963910960_n.jpg,
0179,211099076_2884842258511694_6625228165637557316_n.jpg,,,,,,,,,,,,,,,211099076_2884842258511694_6625228165637557316_n.jpg,
0180,211182479_2884053915257195_7696013321868094140_n.jpg,,,,,,,,,,,,,,,211182479_2884053915257195_7696013321868094140_n.jpg,
0181,234798120_3969691393143058_6168503986609250860_n.jpg,,,,,,,,,,,,,,,234798120_3969691393143058_6168503986609250860_n.jpg,
0182,236107918_3978676662244531_4979078604015475964_n.jpg,,,,,,,,,,,,,,,236107918_3978676662244531_4979078604015475964_n.jpg,
0183,236308866_3978672262244971_4941397817144409484_n.jpg,,,,,,,,,,,,,,,236308866_3978672262244971_4941397817144409484_n.jpg,
0184,239339641_2922771591385427_1174651603025646362_n.jpg,,,,,,,,,,,,,,,239339641_2922771591385427_1174651603025646362_n.jpg,
0185,243652578_936239683988485_2019486638603003229_n.jpg,,,,,,,,,,,,,,,243652578_936239683988485_2019486638603003229_n.jpg,
0186,245371880_10159390151675642_7654140523819498374_n.jpg,,,,,,,,,,,,,,,245371880_10159390151675642_7654140523819498374_n.jpg,
0187,245444020_4171719882940207_5504269102252750353_n.jpg,,,,,,,,,,,,,,,245444020_4171719882940207_5504269102252750353_n.jpg,
0188,245466390_4171701612942034_6089198381305080214_n.jpg,,,,,,,,,,,,,,,245466390_4171701612942034_6089198381305080214_n.jpg,
0189,266681753_4375427189236141_5670702811132531943_n.jpg,,,,,,,,,,,,,,,266681753_4375427189236141_5670702811132531943_n.jpg,
0190,272092632_259722102940115_7476227138101717227_n.jpg,,,,,,,,,,,,,,,272092632_259722102940115_7476227138101717227_n.jpg,
0191,274162911_643045093434837_730410584729540917_n.jpg,Art: Artisits ,Art: miscellaneous (11) ,Art: Painting,,,,,,,,,,,,274162911_643045093434837_730410584729540917_n.jpg,"Art: Artisits , Art: miscellaneous (11) , Art: Painting"
0192,278066340_120037820635201_1568596398403740786_n.jpg,,,,,,,,,,,,,,,278066340_120037820635201_1568596398403740786_n.jpg,
0193,278121653_119995217306128_3821703566915004791_n.jpg,,,,,,,,,,,,,,,278121653_119995217306128_3821703566915004791_n.jpg,
0194,279959349_4817447671700755_4149105320435117634_n.jpg,,,,,,,,,,,,,,,279959349_4817447671700755_4149105320435117634_n.jpg,
0195,281651861_754410362388303_924766937982854494_n.jpeg,,,,,,,,,,,,,,,281651861_754410362388303_924766937982854494_n.jpeg,
0196,282349658_389976333060762_2543710151608223111_n.png,,,,,,,,,,,,,,,282349658_389976333060762_2543710151608223111_n.png,
0197,282383210_606667164510295_9052494487811447933_n.png,Art: miscellaneous (11) ,Elements: Earth ,Elements: Earth: Growth ,Protests/Marches: miscellaneous ,Slogans: miscellaneous (7),,,,,,,,,,282383210_606667164510295_9052494487811447933_n.png,
0198,282430504_1640748219627446_4724445969345223961_n.png,Affect: Humor ,Art: miscellaneous (11) ,Art: Stickers ,Carceral Imagery: Police Imagery,,,,,,,,,,,282430504_1640748219627446_4724445969345223961_n.png,
0199,282697028_540282524373756_8262672687688425339_n.png,Community: miscellaneous (3) ,Infrastructure/Needs: miscellaneous (10) ,RJ/TJ,,,,,,,,,,,,282697028_540282524373756_8262672687688425339_n.png,
0200,282817935_558665539205318_357396652061149960_n.png,,,,,,,,,,,,,,,282817935_558665539205318_357396652061149960_n.png,
0201,283341072_1878649512339019_8433980438161207795_n.png,Art: Billboards ,Geography: New York City ,Slogans: miscellaneous (7) ,Slogans: No Jails/Bail,,,,,,,,,,,283341072_1878649512339019_8433980438161207795_n.png,
0202,283354504_5108049765960983_2700880797573107661_n.png,Art: Graffiti ,Art: miscellaneous (11) ,Slogans: DDD,,,,,,,,,,,,283354504_5108049765960983_2700880797573107661_n.png,
0203,283380799_383642933719514_5112765666375172053_n.png,Community: miscellaneous (3) ,Elements: Earth: Land Back/Pipelines ,Environment ,Infrastructure/Needs: miscellaneous (10) ,RJ/TJ ,Slogans: DDD,,,,,,,,,283380799_383642933719514_5112765666375172053_n.png,
